职位名称,工资,城市,出勤要求,实习周期,职位福利,公司名称,所属行业,公司规模,投递链接,省份
销售数据分析实习生,137.5,成都,5天/周,3个月,团队餐，思想碰撞，高薪，年轻化团队，自由开放，员工活动,百词斩,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_t1bkponeudxw?pcm=pc_SearchList,四川
数据运营实习生-销售部,30.0,上海,4天/周,4个月,帅哥多环境好，各种高大上，氛围棒，人才培养，外企氛围，成长机会多,卡夫亨氏中国,快消/百货/批发/零售,2000人以上,https://www.shixiseng.com/intern/inn_ve8xfi9vpjen?pcm=pc_SearchList,上海
算法工程师-数据挖掘,250.0,北京,5天/周,3个月,锻炼自我，专业、活力、创造，nice氛围，创新，福利，1对1导师制,京东,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_6xliyspj49xd?pcm=pc_SearchList,北京
交易数据分析实习生,145.83,上海,5天/周,3个月,年轻有激情，团队建设&团队旅游，活力氛围，氛围nice，空间无限大，毕业后可转正,凯纳资本,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_xd0ceykfqqhn?pcm=pc_SearchList,上海
文职助理数据分析,15.0,上海,5天/周,3个月,七险一金，下午茶，员工食堂，员工健身房，独栋办公大楼，大型国企集团,上海市保安服务集团,企业服务/咨询,2000人以上,https://www.shixiseng.com/intern/inn_rzmfqzfvrv6w?pcm=pc_SearchList,上海
数据产品实习生(J59185),112.5,北京,4天/周,3个月,实力大背景，年轻群体，有转正机会，精彩活动，逗比同事，行业龙头，提供学习成长机会，老板nice，高大上办公环境,百度,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_tpvvlousubnd?pcm=pc_SearchList,北京
数据换样核查专员,95.83,成都,5天/周,3个月,工作轻松自由，杂志随便看，研究公司，有意义，锻炼人，地铁边，文化开放，能学习，爱上一座城，恋上一个家，精英多,西南财经大学家庭金融中心,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_cg3zjqu0tusl?pcm=pc_SearchList,四川
数据分析实习生(O9279),166.67,北京,5天/周,3个月,活跃的工作环境，薪酬福利好，实验室超有趣，丰富的团建活，学习氛围好，地铁口,北醒光子,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_agl4ycmr8med?pcm=pc_SearchList,北京
营销数据分析实习生,104.17,长沙,5天/周,3个月,物联网，人工智能，大数据，软件开发，嵌入式，云服务,博世中国,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_3jsmcgajsw8b?pcm=pc_SearchList,湖南
数据产品实习生(J3629),270.83,北京,5天/周,3个月,上升通道，职位晋升，高人气创始人，快速成长，平台大发展稳健，转正机会大,小米,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_jx3mmosvl6eo?pcm=pc_SearchList,北京
壁纸数据运营实习生,15.0,北京,5天/周,3个月,福利补贴，行业领跑，地铁站旁边,联想,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_fo47hkadoe7r?pcm=pc_SearchList,北京
Python数据开发实习生,250.0,成都,5天/周,3个月,大佬带教，无限量零食，免费工作餐，交通便利，氛围年轻活跃，工程师文化,天王星量化,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_dnwokzel2gxi?pcm=pc_SearchList,四川
Python数据开发实习生,333.33,上海,5天/周,5个月,大佬带教，无限量零食，免费工作餐，交通便利，氛围年轻活跃，工程师文化,天王星量化,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_ibpx5boxs9rb?pcm=pc_SearchList,上海
Python数据开发实习生,250.0,深圳,5天/周,3个月,大佬带教，无限量零食，免费工作餐，交通便利，氛围年轻活跃，工程师文化,天王星量化,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_mp4a3iriypk4?pcm=pc_SearchList,广东
Python数据开发实习生,333.33,成都,5天/周,6个月,大佬带教，无限量零食，免费工作餐，交通便利，氛围年轻活跃，工程师文化,天王星量化,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_me4ddrzxmnku?pcm=pc_SearchList,四川
数据平台产品实习生,208.33,北京,5天/周,4个月,年轻活泼，有平台有机会，15薪，补充医疗，自动驾驶，AI,毫末智行,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_2p3xmodcxgyr?pcm=pc_SearchList,北京
电商-数据产品实习生,10.0,上海,5天/周,4个月,亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴,字节跳动,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_uhuj3ssuvwid?pcm=pc_SearchList,上海
DS-数据分析实习生,208.33,北京,4天/周,4个月,互联网，高逼格大厦，名企实习，各种福利，广阔平台,滴滴,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_dkvng7wuxryg?pcm=pc_SearchList,北京
数据处理工程师（实习生）,15.0,北京,5天/周,3个月,名企实习，年轻、活力，提供住宿，优惠福利,数慧,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_si2ceskr2ryo?pcm=pc_SearchList,北京
数据运营实习生(R7030),30.0,西安,4天/周,3个月,团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良,NIO蔚来,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_xi80by3mypq0?pcm=pc_SearchList,陕西
数据仓库实习生(C2791),187.5,北京,4天/周,4个月,90后，学霸型研发，良好工作环境，时尚工作，办公轻松氛围，零食下午茶,Cider,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_dkl3vg1d72u1?pcm=pc_SearchList,北京
数据运营实习生(L9242),30.0,武汉,5天/周,6个月,团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良,NIO蔚来,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_jjp65w86wbj4?pcm=pc_SearchList,湖北
数据算法工程师实习生,187.5,上海,5天/周,3个月,世界500强，可转正，高速成长，科技平台，科技，录用机会，技术团队牛逼，同事友好nice，国际范儿，美国分公司,TESLA-特斯拉,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_isv5srilf5nh?pcm=pc_SearchList,上海
数据中心工程师实习生,187.5,上海,5天/周,3个月,世界500强，可转正，高速成长，科技平台，科技，录用机会，技术团队牛逼，同事友好nice，国际范儿，美国分公司,TESLA-特斯拉,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_nnh5qezws3yx?pcm=pc_SearchList,上海
商业数据分析工程师,250.0,深圳,5天/周,3个月,高档办公楼，团队建设，薪酬福利好，轻松氛围好，氛围融洽，各种福利，学习氛围佳，拥抱变化,顺丰科技,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_ooc3yakbfitw?pcm=pc_SearchList,广东
数据标注实习生（英文）,104.17,厦门,4天/周,3个月,亿级日活平台，今日头条，抖音，年轻、扁平、透明，免费三餐健身房，租房补贴,字节跳动,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_fiwedgwwknnx?pcm=pc_SearchList,福建
Python数据开发实习生,208.33,深圳,5天/周,3个月,人工智能，超算中心，创新创业，开放坦诚,idea,金融/经济/投资/财会,150-500人,https://www.shixiseng.com/intern/inn_nepdd4t2gzuf?pcm=pc_SearchList,广东
数据产品实习生（MJ005819）,104.17,广州,5天/周,3个月,工作气氛好,欢聚时代,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_qeqweyaeh1hu?pcm=pc_SearchList,广东
数据分析实习生-DA,229.17,北京,5天/周,3个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_2nc368n1h0ev?pcm=pc_SearchList,北京
数据仓库实习生(C2791),187.5,广州,4天/周,4个月,90后，学霸型研发，良好工作环境，时尚工作，办公轻松氛围，零食下午茶,Cider,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_cvaltu6ekhsx?pcm=pc_SearchList,广东
数据开发实习生(A219697),15.0,上海,5天/周,3个月,团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良,NIO蔚来,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_tg6ac8fzksqi?pcm=pc_SearchList,上海
BI实习生（数据开发）,125.0,成都,5天/周,3个月,500强，外资企业，六险一金，福利优厚,友邦资讯科技,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_jgnvckas9cgy?pcm=pc_SearchList,四川
数据分析实习生(A188371),10.0,上海,5天/周,6个月,团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良,NIO蔚来,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_nloyxphdogv3?pcm=pc_SearchList,上海
数据产品经理实习生,112.5,杭州,5天/周,4个月,大牛带，学到东西，见明星，大平台，免费食堂，工作环境优美,网易,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_pfls1kjmzjyk?pcm=pc_SearchList,浙江
数据分析实习生(L6405),229.17,上海,5天/周,6个月,技术氛围好，良好团队氛围，年底高奖金，年轻有活力，大牛，学习成长,莉莉丝游戏,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_jokojcmhdmam?pcm=pc_SearchList,上海
数据产品实习生(Q1020),229.17,上海,5天/周,3个月,技术氛围好，良好团队氛围，年底高奖金，年轻有活力，大牛，学习成长,莉莉丝游戏,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_gwmzoe7hy1fe?pcm=pc_SearchList,上海
数据分析实习生(V9250),229.17,上海,5天/周,3个月,技术氛围好，良好团队氛围，年底高奖金，年轻有活力，大牛，学习成长,莉莉丝游戏,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_5syrkon8bhaq?pcm=pc_SearchList,上海
音频数据采集标注员,179.17,北京,5天/周,6个月,外企工作环境，系统培训，全英工作环境，五险一金，带薪年假，创新工场，每周双休，福利环境超好，行业前沿，办公环境舒适，弹性工作,杜比实验室,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_wlaeed3f8nyl?pcm=pc_SearchList,北京
SPSS数据分析实习,125.0,南昌,5天/周,3个月,咨询，实干，年轻群体，弹性时间，90后为主，开放式文化,光子科研,教育/培训,15-50人,https://www.shixiseng.com/intern/inn_4nx70tfywsfl?pcm=pc_SearchList,江西
数据开发实习生(A197324),10.0,武汉,5天/周,3个月,团队体验，有憧憬，有发展，用户企业，成长快速，工作氛围优良,NIO蔚来,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_aqt5nwxtuowm?pcm=pc_SearchList,湖北
数据分析和科学家实习生,208.33,上海,3天/周,3个月,有尊重有成长，超棒外企文化，弹性工作，超长带薪年假，福利真香,eBay,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_gzynarrgljts?pcm=pc_SearchList,上海
 音视频数据分析实习生,229.17,北京,5天/周,3个月,环境优越，团队牛，有吃喝有梦想，互联网招聘,小红书,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_8bipbgsizzuh?pcm=pc_SearchList,北京
数据处理与分析实习生,145.83,上海,5天/周,3个月,注重团队氛围，团队大牛多，满满实习干货，岗位晋升,治吉科技,互联网/游戏/软件,15-50人,https://www.shixiseng.com/intern/inn_9aw8gwqzwx8h?pcm=pc_SearchList,上海
商业数据产品实习生,187.5,上海,4天/周,6个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_hhjeihcxhusw?pcm=pc_SearchList,上海
国际化数据分析实习生,250.0,北京,4天/周,4个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_uhtnersghzcd?pcm=pc_SearchList,北京
数据分析实习生-【KSIB】,226.67,北京,5天/周,3个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_k3dylyt6dsaz?pcm=pc_SearchList,北京
商业化数据实习生,187.5,上海,4天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_h7uy2vtmxff4?pcm=pc_SearchList,上海
数据分析实习生（电商）,187.5,上海,5天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_chbrqgmusymh?pcm=pc_SearchList,上海
数据分析师（实习）(Z1883),145.83,深圳,5天/周,3个月,季度旅游，大牛带队，技术氛围浓，扁平化管理，舒适办公环境，每日下午茶,一面数据,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_40odew1phcer?pcm=pc_SearchList,广东
数据分析实习生（消费）,229.17,北京,5天/周,3个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_vco9k6eonrho?pcm=pc_SearchList,北京
数据产品经理实习生,208.33,北京,5天/周,4个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_4nj3zowlwnzn?pcm=pc_SearchList,北京
算法工程师（数据挖掘）,187.5,深圳,5天/周,3个月,股权激励，人才管理，发展空间，五险一金双休，有培训有提升，弹性工作制,埃克斯工业,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_8rx5fyzs9fp3?pcm=pc_SearchList,广东
电商实习生（数据方向）,91.67,南京,4天/周,3个月,成长机会多，团体活动，棒棒的,泉峰集团,汽车/机械/制造,500-2000人,https://www.shixiseng.com/intern/inn_ilgdjo6qpeq6?pcm=pc_SearchList,江苏
数据产品经理实习生,45.0,北京,3天/周,6个月,专家导师，专业管理双通，量身定制成长，办公环境一流，学习资源丰富，广阔发展平台,中国信息通信研究院,电子/通信/硬件,2000人以上,https://www.shixiseng.com/intern/inn_8zq6omvfc3ke?pcm=pc_SearchList,北京
数据中台开发实习生,750.0,北京,4天/周,6个月,神级团队，老板人超好，毕业留任，早午餐下午茶，租房补贴，福利超好,九坤投资,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_3cyfpqh4sddu?pcm=pc_SearchList,北京
数据产品运营实习生,208.33,上海,4天/周,3个月,二次元，新兴文化代表，lo娘，猫房，特♂色社团，氛围爆好，有发展前景，技术牛人多，舒适的办公环境，发展好,哔哩哔哩,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_dzz7e3yl9lrn?pcm=pc_SearchList,上海
机器翻译数据算法实习生,104.17,合肥,5天/周,6个月,有梦想，锻炼自我，交通生活方便，福利体检，扁平管理，学习内容多,科大讯飞,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_0rwkcddtwbfp?pcm=pc_SearchList,安徽
数据分析实习生-【MENA】,188.75,北京,5天/周,3个月,有留用机会，拓展人脉，高端职位，金牌导师，新人成长，有发展前景,快手,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_p68bwtdbxq6h?pcm=pc_SearchList,北京
数据项目助理实习生,145.83,北京,5天/周,3个月,丰厚年终奖励，温馨家园，牛人集聚，业界牛人，发展前景广阔，学习机会多，薪酬补贴，氛围欢快,地平线,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_ho5yy7hba4kk?pcm=pc_SearchList,北京
电商运营数据实习生,137.5,上海,4天/周,3个月,每日赠饮，上司很和蔼，有发展前景，行业领先，知人善教,Protime,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_a7iq8cmwubzz?pcm=pc_SearchList,上海
数据处理部门实习生,112.5,北京,5天/周,4个月,地铁站旁边，大公司平台，平台广阔，立即上岗，公司位置好，高逼格大厦，有培训，世界500强,赛诺菲,医疗/健康/制药/生物,2000人以上,https://www.shixiseng.com/intern/inn_epbhwlzxcbeu?pcm=pc_SearchList,北京
数据助理（广告业务）,137.5,上海,5天/周,6个月,氛围融洽，环境优美，有活力，人性化，职业发展，团队专业,三渡文化,广告/传媒/公关/展览,150-500人,https://www.shixiseng.com/intern/inn_xohu2zftwgu9?pcm=pc_SearchList,上海
数据分析实习生(西安),208.33,北京,5天/周,4个月,大数据，金融，投资理财，股票，量化交易，领导好,JoinQuant聚宽,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_oqd3tytb0fki?pcm=pc_SearchList,北京
电商数据运营实习生,75.0,全国,5天/周,3个月,公司前景好，工作氛围活泼，朝阳行业，接收实习生，以老带新，各种牛人,鑫一欣,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_urvdgh3nim5c?pcm=pc_SearchList,其它
留学数据整理实习生,91.67,上海,5天/周,3个月,年轻&amp;amp;amp;amp;amp;amp; 活力，UNIQUE，不定时下午茶，气氛轻松有趣，营销策划,ALPHA Consulting,教育/培训,15-50人,https://www.shixiseng.com/intern/inn_1ncln3ejssq0?pcm=pc_SearchList,上海
数据开发工程师实习生,95.83,青岛,5天/周,3个月,氛围好有提升，量化分析，进取,安值投资,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_ugau6re668gl?pcm=pc_SearchList,山东
观众数据中心实习生,30.0,上海,5天/周,3个月,团队融洽，前景发展好，氛围活跃，有下午茶歇，留用转正机会，舒适环境,汇捷通国际,广告/传媒/公关/展览,少于15人,https://www.shixiseng.com/intern/inn_bp3hz1axswoi?pcm=pc_SearchList,上海
视频数据运营实习生,83.33,北京,5天/周,3个月,明星接触多，大公司，终身学习，环境轻松，注重实力,新浪微博,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_koal4oqbv0nq?pcm=pc_SearchList,北京
数据分析实习生(E9796),145.83,北京,4天/周,3个月,新能源，上市公司，造车新势力，智能电动车，都是年轻人，500强企业,理想汽车,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_kygtbu84yzcl?pcm=pc_SearchList,北京
KA数据运营实习生,104.17,北京,5天/周,3个月,福利好，学习机会多,新浪微博,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_pz6imolxu7qg?pcm=pc_SearchList,北京
数据开发实习生(J10312),312.5,苏州,5天/周,6个月,科技驱动，团队融洽有爱，老板耐撕，职业加油站，氛围相当好，高成长企业,中智行,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_ezskwdq7rik4?pcm=pc_SearchList,江苏
实习遥感数据工程师,187.5,北京,5天/周,4个月,大数据，年轻化团队，出国带薪旅游，零食下午茶，创新& 活跃,大地量子,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_4m6xohcc4dda?pcm=pc_SearchList,北京
数据运营分析实习生,179.17,北京,5天/周,3个月,爱才如子，本科及以上，公司靠谱，办公环境优，高效办公,汽车之家,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_tlmn09vqmjeg?pcm=pc_SearchList,北京
供应链数据分析实习生,137.5,上海,3天/周,6个月,氛围相当好，外国人多，知名500强，环境保护,淡水河谷,化工/能源/环保,50-150人,https://www.shixiseng.com/intern/inn_phn49ygg8qyt?pcm=pc_SearchList,上海
审计及数据分析师实习生,145.83,上海,3天/周,3个月,轻松和睦，毕业留任，学习机会多多，常规实习,数行科技,互联网/游戏/软件,15-50人,https://www.shixiseng.com/intern/inn_npszvwnw07h9?pcm=pc_SearchList,上海
财务数据分析实习生,125.0,上海,3天/周,4个月,轻松和睦，毕业留任，学习机会多多，常规实习,数行科技,互联网/游戏/软件,15-50人,https://www.shixiseng.com/intern/inn_mtzamnnmc2m1?pcm=pc_SearchList,上海
数据工程师/开发工程师,187.5,武汉,4天/周,3个月,80/90多，发展前景，扁平化管理，下午茶/零食，餐费补贴,箐安投资,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_mt3hizht6bja?pcm=pc_SearchList,湖北
舆情数据分析实习生,5.0,郑州,6天/周,3个月,半年调薪，初创企业，丰厚日薪，免费零食，高速发展，绩效奖励,创知科技,广告/传媒/公关/展览,15-50人,https://www.shixiseng.com/intern/inn_xynoby5sia5j?pcm=pc_SearchList,河南
医药数据处理实习生,125.0,上海,3天/周,3个月,双休日，独特，环境优雅，市场研究，学习内容多，平台好，培养新人，团队氛围超赞，静安寺,中国医药工业信息中心,医疗/健康/制药/生物,50-150人,https://www.shixiseng.com/intern/inn_aunhdelym31s?pcm=pc_SearchList,上海
商业数据分析师实习生,158.33,深圳,3天/周,1个月,有转正机会，激励奖金多，开拓创新，高新企业,华鹏咨询,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_udxgsoqh7doq?pcm=pc_SearchList,广东
数据分析管培生,137.5,上海,4天/周,3个月,职业加油站，优越办公环境，注重团队氛围，提升个人能力，知名外企,transcosmos,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_iepnihqqazq2?pcm=pc_SearchList,上海
基金数据处理实习生,104.17,深圳,5天/周,3个月,金融研究，国际化平台，扁平化管理，多元包容，技能培训，发展空间大,晨星资讯（深圳）有限公司,金融/经济/投资/财会,500-2000人,https://www.shixiseng.com/intern/inn_y3ez1nmo7mbu?pcm=pc_SearchList,广东
电商数据分析实习生,15.0,上海,4天/周,7个月,学习和晋升，员工活动多，薪资福利好，人性管理，前景发展好，500强客户，团队专业，行业领先,安客诚信息,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_bwrky0o4viqr?pcm=pc_SearchList,上海
数据分析实习生（北京）,10.0,北京,5天/周,3个月,免费班车，轻松活跃，领导逗比，研发，行业经验丰富，有创意，员工食堂，互联网教育,网易有道,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_l4uhzh1tuyz6?pcm=pc_SearchList,北京
数据挖掘工程师实习生,208.33,深圳,5天/周,2个月, 弹性工作，留用机制，超速成长，精品投行，创业投资,仁智资本,金融/经济/投资/财会,少于15人,https://www.shixiseng.com/intern/inn_j4dggcsvvvrw?pcm=pc_SearchList,广东
供应链数据分析实习生,112.5,北京,5天/周,6个月,实习生，文化开放，环境好，德资公司,宝马（中国）汽车贸易有限公司,汽车/机械/制造,2000人以上,https://www.shixiseng.com/intern/inn_3pt9qgkn2a88?pcm=pc_SearchList,北京
英文数据标注实习生,145.83,北京,3天/周,2个月,自动驾驶，AI，互联网，整车研发,小鹏汽车,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_7zzxdfjtau84?pcm=pc_SearchList,北京
商业数据分析实习生,145.83,上海,5天/周,6个月,大数据，新零售，人工智能，数据分析，创业团队，A轮融资,哈步数据,企业服务/咨询,50-150人,https://www.shixiseng.com/intern/inn_dw91jxvj74yn?pcm=pc_SearchList,上海
数据分析师（滴滴国际化）,291.67,北京,5天/周,6个月,团队大牛多，公司发展前景，热门领域，学习内容多，免费晚餐，下午茶,Vipkid,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_pjx6tbl0casy?pcm=pc_SearchList,北京
数据分析师（滴滴国际化）,291.67,北京,5天/周,6个月,团队大牛多，公司发展前景，热门领域，学习内容多，免费晚餐，下午茶,Vipkid,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_zfqhbjrny0pl?pcm=pc_SearchList,北京
数据研究分析员（实习生）,145.83,上海,3天/周,3个月,转正机会，大牛指导，免费健身房，生日会，球类社团，团建活动,易路软件,互联网/游戏/软件,150-500人,https://www.shixiseng.com/intern/inn_54bdh4oiavzz?pcm=pc_SearchList,上海
金融数据分析实习生,112.5,上海,5天/周,3个月,工作餐补，五险一金，福利年假，员工旅游，补充医疗保险,CNABS（资产证券化分析网）,互联网/游戏/软件,15-50人,https://www.shixiseng.com/intern/inn_48iauzjb5t02?pcm=pc_SearchList,上海
电商数据分析实习生,137.5,上海,5天/周,3个月,每日赠饮，上司很和蔼，有发展前景，行业领先，知人善教,Protime,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_iiatn8hrmqsq?pcm=pc_SearchList,上海
数据标注与质检实习生,208.33,北京,5天/周,3个月,技术前沿，产学研，同事有爱，薪酬高，人工智能，生物制药,燧坤智能,医疗/健康/制药/生物,15-50人,https://www.shixiseng.com/intern/inn_7f5vresrrppz?pcm=pc_SearchList,北京
数据标注与质检-实习生,133.33,北京,5天/周,3个月,技术前沿，产学研，同事有爱，薪酬高，人工智能，生物制药,燧坤智能,医疗/健康/制药/生物,15-50人,https://www.shixiseng.com/intern/inn_l6uibsbf7bnq?pcm=pc_SearchList,北京
数据与文献资料整理实习生,91.67,广州,3天/周,3个月,管理扁平化，毕业留用,天文数字科技,企业服务/咨询,少于15人,https://www.shixiseng.com/intern/inn_6qxqx8uhqw64?pcm=pc_SearchList,广东
生化数据提取实习生,166.67,北京,5天/周,3个月,技术前沿，产学研，同事有爱，薪酬高，人工智能，生物制药,燧坤智能,医疗/健康/制药/生物,15-50人,https://www.shixiseng.com/intern/inn_kwlrmdnwonku?pcm=pc_SearchList,北京
英语广告数据实习生,104.17,武汉,5天/周,3个月,可留用，奖励多样，福利待遇好，正式员工名额，优秀导师，团队出游，乐趣多多，管理规范，轻松自由，学到东西,人人网,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_hhokmbtq8oty?pcm=pc_SearchList,湖北
数据研发工程师（实习生）,145.83,杭州,5天/周,6个月,执行力强，高效学习,丁香园,互联网/游戏/软件,500-2000人,https://www.shixiseng.com/intern/inn_5nqmfnng4i4u?pcm=pc_SearchList,浙江
亚马逊数据分析实习生,104.17,宁波,5天/周,6个月,全球化，国际化，锻炼能力,豪雅集团,快消/百货/批发/零售,500-2000人,https://www.shixiseng.com/intern/inn_i7urgyl7l3g0?pcm=pc_SearchList,浙江
量化数据开发实习生,208.33,全国,5天/周,6个月,团队有活力，技术，金融投资,智融信达,金融/经济/投资/财会,15-50人,https://www.shixiseng.com/intern/inn_yvvhiayleuzm?pcm=pc_SearchList,其它
业务数据产品经理助理,112.5,西安,5天/周,3个月,氛围好 福利多 成长快，积累实战经验，校招Offer，技术牛人多，有食堂,广联达,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_w7efu9bsytti?pcm=pc_SearchList,陕西
初级数据挖掘工程师,333.33,深圳,5天/周,3个月,职业加油站,华策辉弘,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_qvij7dw1dggh?pcm=pc_SearchList,广东
GIS数据处理实习生,145.83,上海,5天/周,3个月,氛围好 福利多 成长快，积累实战经验，校招Offer，技术牛人多，有食堂,广联达,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_avmzafagildq?pcm=pc_SearchList,上海
政府数据项目助理,112.5,南昌,5天/周,4个月,学习型团队，工龄工资，环境宽松,湖北博和利,互联网/游戏/软件,50-150人,https://www.shixiseng.com/intern/inn_orwu0xcmfslp?pcm=pc_SearchList,江西
数据运营实习生-郑州,15.0,郑州,5天/周,3个月,薪资无上限，晋升空间，潜力人，零食多，高福利，温馨，内部培训,哈啰,互联网/游戏/软件,2000人以上,https://www.shixiseng.com/intern/inn_q6uag1gqnjh0?pcm=pc_SearchList,河南
数据需求分析实习生,137.5,成都,4天/周,3个月,学习机会大，数据库，提供留任机会,今合金融服务集团,金融/经济/投资/财会,50-150人,https://www.shixiseng.com/intern/inn_bcr6hcfigyyq?pcm=pc_SearchList,四川
